"","Company","BeanOrigin","ReviewDate_day","ReviewDate","CocoaPercent","CompanyLocation","Rating","BeanType","BroadBeanOrigin","BroadBeanOrigin_cate","CompanyLocation_cate","CocoaPercent_num"
"660","Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,"67%","Singapore",3.75,"Trinitario","Tanzania","Other","Other",0.67
"661","Franceschi","Choroni",1355,2014,"70%","Venezuela",3.5,NA,"Venezuela","Venezuela","Other",0.7
"662","Franceschi","Ocumare",1355,2014,"70%","Venezuela",3.75,NA,"Venezuela","Venezuela","Other",0.7
"663","Franceschi","Canoabo",911,2012,"70%","Venezuela",3.75,NA,"Venezuela","Venezuela","Other",0.7
"664","Franceschi","Sur del Lago",915,2012,"60%","Venezuela",3.5,NA,"Venezuela","Venezuela","Other",0.6
"665","Frederic Blondeel","Costa Rica",1538,2015,"70%","Belgium",3.5,NA,"Costa Rica","Other","Belgium",0.7
"666","Frederic Blondeel","Peru Brutus",1538,2015,"75%","Belgium",3.5,NA,"Peru","Peru","Belgium",0.75
"667","Frederic Blondeel","Vietnam",1542,2015,"80%","Belgium",3,"Trinitario","Vietnam","Other","Belgium",0.8
"668","Frederic Blondeel","Ghana",1351,2014,"60%","Belgium",3.5,"Forastero","Ghana","Other","Belgium",0.6
"669","Frederic Blondeel","Madagascar",1351,2014,"65%","Belgium",3.5,"Trinitario","Madagascar","Madagascar","Belgium",0.65
"670","French Broad","Norandino, batch 161208",1940,2017,"70%","U.S.A.",3.5,NA,"Peru","Peru","U.S.A.",0.7
"671","French Broad","Guatemala",1634,2015,"73%","U.S.A.",3.5,NA,"Guatemala","Other","U.S.A.",0.73
"672","French Broad","San Andres",1209,2014,"80%","U.S.A.",3,NA,"Costa Rica","Other","U.S.A.",0.8
"673","French Broad","Matagalpa",1295,2014,"68%","U.S.A.",3.25,NA,"Nicaragua","Other","U.S.A.",0.68
"674","French Broad","Palo Blanco, Chulucanas",1042,2013,"66%","U.S.A.",3.5,NA,"Peru","Peru","U.S.A.",0.66
"675","French Broad","Tumbes Coop",883,2012,"70%","U.S.A.",2.5,"Criollo","Peru","Peru","U.S.A.",0.7
"676","French Broad","Palo Blanco, Chulucanas",883,2012,"61%","U.S.A.",3.5,NA,"Peru","Peru","U.S.A.",0.61
"677","French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,"81%","U.S.A.",2,NA,"Peru","Peru","U.S.A.",0.81
"678","French Broad","Maranon Canyon, Fortunato No. 4",781,2011,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.7
"679","French Broad","La Red",785,2011,"65%","U.S.A.",3.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.65
"680","Fresco","Maranon, #228, MR, SC",1383,2014,"70%","U.S.A.",3,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.7
"681","Fresco","Maranon, #227, LR, MC",1383,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.7
"682","Fresco","Maranon, #229, MR, LC",1383,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.7
"683","Fresco","Maranon, #230, DR, LC",1387,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.7
"684","Fresco","Conacado, #223, MR, SC",1030,2013,"72%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.72
"685","Fresco","Conacado, #224, MR, MC",1081,2013,"72%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.72
"686","Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,"70%","U.S.A.",3.75,NA,"Peru","Peru","U.S.A.",0.7
"687","Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,"70%","U.S.A.",4,"Trinitario","Peru","Peru","U.S.A.",0.7
"688","Fresco","Markham Valley, #219, LR, MC",899,2012,"69%","U.S.A.",3.5,NA,"Papua New Guinea","Other","U.S.A.",0.69
"689","Fresco","Markham Valley, #221, DR, MC",899,2012,"69%","U.S.A.",3.5,NA,"Papua New Guinea","Other","U.S.A.",0.69
"690","Fresco","Sambirano Valley, #216, MR, LC",915,2012,"74%","U.S.A.",4,"Trinitario","Madagascar","Madagascar","U.S.A.",0.74
"691","Fresco","Markham Valley, #220, MR, MC",927,2012,"69%","U.S.A.",4,"Trinitario","Papua New Guinea","Other","U.S.A.",0.69
"692","Fresco","Markham Valley, #222, LR, 0C",931,2012,"69%","U.S.A.",3,"Trinitario","Papua New Guinea","Other","U.S.A.",0.69
"693","Fresco","Ghana, #211, MR, MC",636,2011,"74%","U.S.A.",2.75,"Forastero","Ghana","Other","U.S.A.",0.74
"694","Fresco","Jamaica, #209, DR, SC",642,2011,"70%","U.S.A.",3.25,"Trinitario","Jamaica","Other","U.S.A.",0.7
"695","Fresco","Conacado, #212, LR, SC",642,2011,"72%","U.S.A.",3.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.72
"696","Fresco","Jamaica, #210, DR, MC",642,2011,"70%","U.S.A.",3.5,"Trinitario","Jamaica","Other","U.S.A.",0.7
"697","Fresco","Sambirano Valley, #214, LR, MC",682,2011,"74%","U.S.A.",2.75,"Trinitario","Madagascar","Madagascar","U.S.A.",0.74
"698","Fresco","Conacado, #213, DR, -C",682,2011,"72%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.72
"699","Fresco","Sambirano Valley, #215, MR, MC",688,2011,"74%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.74
"700","Fresco","Chuao, #218, MR, MC",745,2011,"76%","U.S.A.",3.25,"Trinitario","Venezuela","Venezuela","U.S.A.",0.76
"701","Fresco","Chuao, #217, DR, MC",745,2011,"70%","U.S.A.",4,"Trinitario","Venezuela","Venezuela","U.S.A.",0.7
"702","Fresco","Jamaica, #204, DR, SC",370,2009,"80%","U.S.A.",2.75,"Trinitario","Jamaica","Other","U.S.A.",0.8
"703","Fresco","Jamaica, #206, DR, LC",370,2009,"70%","U.S.A.",3,"Trinitario","Jamaica","Other","U.S.A.",0.7
"704","Fresco","Jamaica, #205, DR, MC",370,2009,"70%","U.S.A.",3.25,"Trinitario","Jamaica","Other","U.S.A.",0.7
"705","Fresco","Carenero Superior, #203, MR, SC",370,2009,"65%","U.S.A.",3.5,"Criollo","Venezuela","Venezuela","U.S.A.",0.65
"706","Friis Holm","Rugoso, Bad Fermentation",1912,2016,"70%","Denmark",3.5,NA,"Nicaragua","Other","Other",0.7
"707","Friis Holm (Bonnat)","La Dalia",1680,2015,"60%","Denmark",3,NA,"Nicaragua","Other","Other",0.6
"708","Friis Holm (Bonnat)","La Dalia",1680,2015,"85%","Denmark",3.25,NA,"Nicaragua","Other","Other",0.85
"709","Friis Holm (Bonnat)","La Dalia",1259,2014,"70%","Denmark",3.5,NA,"Nicaragua","Other","Other",0.7
"710","Friis Holm (Bonnat)","Barba, Xoco",1034,2013,"70%","Denmark",3.25,NA,"Nicaragua","Other","Other",0.7
"711","Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,"70%","Denmark",3.5,NA,"Nicaragua","Other","Other",0.7
"712","Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua","Other","Other",0.7
"713","Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Honduras","Other","Other",0.7
"714","Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua","Other","Other",0.7
"715","Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,"70%","Denmark",3.75,NA,"Nicaragua","Other","Other",0.7
"716","Friis Holm (Bonnat)","Johe, Xoco",623,2011,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua","Other","Other",0.7
"717","Friis Holm (Bonnat)","Chuno, Xoco",623,2011,"70%","Denmark",3.5,"Criollo, Trinitario","Nicaragua","Other","Other",0.7
"718","Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,"70%","Denmark",3.5,"Criollo, Trinitario","Nicaragua","Other","Other",0.7
"719","Fruition","Wild Bolivian, Batch 2",1780,2016,"74%","U.S.A.",3.75,"Beniano","Bolivia","Other","U.S.A.",0.74
"720","Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,"74%","U.S.A.",4,"Amazon mix","Costa Rica","Other","U.S.A.",0.74
"721","Fruition","Gran Couva",1347,2014,"70%","U.S.A.",3.75,"Trinitario","Trinidad","Other","U.S.A.",0.7
"722","Fruition","Maranon",1359,2014,"76%","U.S.A.",3,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.76
"723","Fruition","La Red",1046,2013,"70%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"724","Fruition","Camino Verde",1185,2013,"75%","U.S.A.",3,NA,"Ecuador","Ecuador","U.S.A.",0.75
"725","Fruition","Peru",863,2012,"70%","U.S.A.",2.5,NA,"Peru","Peru","U.S.A.",0.7
"726","Fruition","Signature Blend",753,2011,"66%","U.S.A.",3.25,"Trinitario","Costa Rica","Other","U.S.A.",0.66
"727","Fruition","Costa Rica",781,2011,"70%","U.S.A.",3,NA,"Costa Rica","Other","U.S.A.",0.7
"728","Garden Island","Kaua'I, Alea Estate +world",1367,2014,"85%","U.S.A.",2.5,"Blend","Hawaii","Other","U.S.A.",0.85
"729","Georgia Ramon","Akesson P.",1642,2015,"65%","Germany",3.25,"Trinitario","Madagascar","Madagascar","Germany",0.65
"730","Georgia Ramon","ABOCFA Coop",1642,2015,"70%","Germany",4,"Forastero","Ghana","Other","Germany",0.7
"731","Georgia Ramon","Conacado Coop",1646,2015,"70%","Germany",3.5,"Trinitario","Domincan Republic","Other","Germany",0.7
"732","Georgia Ramon","Conacado Coop",1646,2015,"80%","Germany",3.5,"Trinitario","Domincan Republic","Other","Germany",0.8
"733","Georgia Ramon","Akesson P.",1646,2015,"75%","Germany",3.5,"Trinitario","Madagascar","Madagascar","Germany",0.75
"734","Glennmade","Toledo District, 2015 Harvest",1848,2016,"70%","U.S.A.",3.5,NA,"Belize","Other","U.S.A.",0.7
"735","Glennmade","Bahia",1672,2015,"66%","U.S.A.",3,"Trinitario, Forastero","Brazil","Other","U.S.A.",0.66
"736","Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,"77%","U.S.A.",2.75,NA,"Mexico","Other","U.S.A.",0.77
"737","Goodnow Farms","El Carmen, batch 1003",1924,2016,"77%","U.S.A.",3.25,NA,"Nicaragua","Other","U.S.A.",0.77
"738","Goodnow Farms","Asochivite, batch 1005",1924,2016,"77%","U.S.A.",3.25,NA,"Guatemala","Other","U.S.A.",0.77
"739","Grand Place","Ben Tre, Dong Nai",741,2011,"72%","Vietnam",3,"Trinitario","Vietnam","Other","Other",0.72
"740","Green & Black's (ICAM)","Dark",15,2006,"70%","U.K.",2.5,NA,NA,"Other","U.K.",0.7
"741","Green Bean to Bar","Madagascar",1896,2016,"70%","Japan",3.5,NA,"Madagascar","Madagascar","Other",0.7
"742","Grenada Chocolate Co.","Grenada",494,2010,"82%","Grenada",3.25,"Trinitario","Grenada","Other","Other",0.82
"743","Grenada Chocolate Co.","Grenada",363,2009,"60%","Grenada",2.75,"Trinitario","Grenada","Other","Other",0.6
"744","Grenada Chocolate Co.","Grenada",241,2008,"71%","Grenada",2.5,"Trinitario","Grenada","Other","Other",0.71
"745","Guido Castagna","Arriba",355,2009,"64%","Italy",3,"Forastero (Arriba) ASS","Ecuador","Ecuador","Italy",0.64
"746","Guido Castagna","Ghana",355,2009,"64%","Italy",3,"Forastero","Ghana","Other","Italy",0.64
"747","Guido Castagna","Trinidad & Tobago",355,2009,"64%","Italy",3,NA,"Trinidad, Tobago","Other","Italy",0.64
"748","Guido Castagna","Lacri Blend",355,2009,"76%","Italy",3,NA,"Venezuela","Venezuela","Italy",0.76
"749","Guido Castagna","Blend",355,2009,"64%","Italy",3.25,NA,"Ven, Trinidad, Ecuador","Other","Italy",0.64
"750","Guittard","Epique, Blend No. 49",1602,2015,"70%","U.S.A.",3.75,NA,NA,"Other","U.S.A.",0.7
"751","Guittard","Haiti",1053,2013,"65%","U.S.A.",2.75,NA,"Haiti","Other","U.S.A.",0.65
"752","Guittard","Nicaragua",1053,2013,"65%","U.S.A.",2.75,NA,"Nicaragua","Other","U.S.A.",0.65
"753","Guittard","Jamaica",1053,2013,"65%","U.S.A.",3.25,"Trinitario","Jamaica","Other","U.S.A.",0.65
"754","Guittard","Ecuador",1053,2013,"65%","U.S.A.",3.5,NA,"Ecuador","Ecuador","U.S.A.",0.65
"755","Guittard","Coucher du Soleil",654,2011,"72%","U.S.A.",2.75,NA,NA,"Other","U.S.A.",0.72
"756","Guittard","Lever du Soleil",654,2011,"61%","U.S.A.",3.25,NA,NA,"Other","U.S.A.",0.61
"757","Guittard","Onyx",654,2011,"72%","U.S.A.",3.25,NA,NA,"Other","U.S.A.",0.72
"758","Guittard","Trinidad",552,2010,"65%","U.S.A.",3,"Trinitario","Trinidad","Other","U.S.A.",0.65
"759","Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,"55%","U.S.A.",3,NA,"Hawaii","Other","U.S.A.",0.55
"760","Guittard","Nocturne",387,2009,"91%","U.S.A.",3,NA,NA,"Other","U.S.A.",0.91
"761","Guittard","Complexite",387,2009,"70%","U.S.A.",3.5,"Blend",NA,"Other","U.S.A.",0.7
"762","Guittard","Machu Pichu",259,2008,"65%","U.S.A.",3,NA,"Peru","Peru","U.S.A.",0.65
"763","Guittard","Special Maker Reserve",276,2008,"64%","U.S.A.",3,NA,NA,"Other","U.S.A.",0.64
"764","Guittard","Ocumare",276,2008,"65%","U.S.A.",3.5,NA,"Venezuela","Venezuela","U.S.A.",0.65
"765","Guittard","Quetzalcoatl",147,2007,"72%","U.S.A.",3.5,"Blend",NA,"Other","U.S.A.",0.72
"766","Guittard","Chucuri",15,2006,"65%","U.S.A.",3,"Trinitario","Colombia","Other","U.S.A.",0.65
"767","Guittard","Sur del Lago",87,2006,"65%","U.S.A.",2.5,"Trinitario, Criollo","Venezuela","Venezuela","U.S.A.",0.65
"768","Guittard","Sambirano, Ambanja",87,2006,"65%","U.S.A.",3.5,"Criollo, +","Madagascar","Madagascar","U.S.A.",0.65
"769","Guittard","Los Rios, Quevedo",93,2006,"65%","U.S.A.",3.5,"Forastero (Arriba)","Ecuador","Ecuador","U.S.A.",0.65
"770","Guittard","Tsaranta",93,2006,"61%","U.S.A.",3.5,"Blend",NA,"Other","U.S.A.",0.61
"771","Guittard","Semisweet",99,2006,"61%","U.S.A.",3,"Blend",NA,"Other","U.S.A.",0.61
"772","Habitual","Papua New Guinea",1197,2014,"80%","Canada",2.75,NA,"Papua New Guinea","Other","Canada",0.8
"773","Habitual","Campesino w/ nibs",1197,2014,"74%","Canada",2.75,NA,NA,"Other","Canada",0.74
"774","Habitual","Dominican Republic",1197,2014,"75%","Canada",3.25,NA,"Dominican Republic","Dominican Republic","Canada",0.75
"775","Habitual","Trinitario",1197,2014,"70%","Canada",3.5,"Trinitario",NA,"Other","Canada",0.7
"776","Habitual","Downtown London",1201,2014,"65%","Canada",2.75,NA,NA,"Other","Canada",0.65
"777","Habitual","Africa meets Latina",1201,2014,"70%","Canada",3,NA,NA,"Other","Canada",0.7
"778","Habitual","Amazonas",1201,2014,"80%","Canada",3,NA,NA,"Other","Canada",0.8
"779","Habitual","Sharkey",1201,2014,"66%","Canada",3.25,NA,"Hawaii","Other","Canada",0.66
"780","Habitual","one hundred",1205,2014,"100%","Canada",2,NA,NA,"Other","Canada",1
"781","Hachez","Arriba",166,2007,"77%","Germany",2.5,"Forastero (Arriba)","Ecuador","Ecuador","Germany",0.77
"782","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"55%","Ecuador",2.75,"Trinitario","Ecuador","Ecuador","Ecuador",0.55
"783","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"70%","Ecuador",3,"Trinitario","Ecuador","Ecuador","Ecuador",0.7
"784","Haigh","South America and Africa",701,2011,"70%","Australia",3,NA,"South America, Africa","Other","Australia",0.7
"785","Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,"85%","U.S.A.",3.25,NA,"Brazil","Other","U.S.A.",0.85
"786","Harper Macaw","Brazil Blend",1696,2015,"67%","U.S.A.",3,NA,"Brazil","Other","U.S.A.",0.67
"787","Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,"77%","U.S.A.",3.5,NA,"Brazil","Other","U.S.A.",0.77
"788","Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,"74%","U.S.A.",3.5,NA,"Brazil","Other","U.S.A.",0.74
"789","Heilemann","Peru",1876,2016,"64%","Germany",2.75,NA,"Peru","Peru","Germany",0.64
"790","Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,"70%","U.S.A.",3.25,"Amazon","Belize","Other","U.S.A.",0.7
"791","Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,"74%","U.S.A.",3.5,"Amazon mix","Costa Rica","Other","U.S.A.",0.74
"792","Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,"67%","U.S.A.",3.5,"Amazon, ICS","Bolivia","Other","U.S.A.",0.67
"793","Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,"67%","U.S.A.",3,"Beniano","Bolivia","Other","U.S.A.",0.67
"794","Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,"67%","U.S.A.",3.75,"EET","Ecuador","Ecuador","U.S.A.",0.67
"795","Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,"67%","U.S.A.",3.75,NA,"Hawaii","Other","U.S.A.",0.67
"796","Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,"72%","U.S.A.",3.5,NA,"Hawaii","Other","U.S.A.",0.72
"797","Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,"70%","U.S.A.",3.5,"EET","Ecuador","Ecuador","U.S.A.",0.7
"798","Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,"77%","U.S.A.",3.5,"EET","Ecuador","Ecuador","U.S.A.",0.77
"799","Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,"68%","U.S.A.",3.75,"Amazon, ICS","Bolivia","Other","U.S.A.",0.68
"800","Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,"72%","U.S.A.",4,"Beniano","Bolivia","Other","U.S.A.",0.72
"801","hello cocoa","Uganda",1458,2015,"57%","U.S.A.",2.75,"Forastero","Uganda","Other","U.S.A.",0.57
"802","hello cocoa","Venezuela",1462,2015,"74%","U.S.A.",3.5,"Criollo","Venezuela","Venezuela","U.S.A.",0.74
"803","hexx","Tanzania",1546,2015,"70%","U.S.A.",2.75,NA,"Tanzania","Other","U.S.A.",0.7
"804","hexx","Madagascar",1546,2015,"74%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.74
"805","hexx","Venezuela",1546,2015,"70%","U.S.A.",3,NA,"Venezuela","Venezuela","U.S.A.",0.7
"806","hexx","Ecuador",1550,2015,"73%","U.S.A.",3.25,NA,"Ecuador","Ecuador","U.S.A.",0.73
"807","hexx","Peru",1550,2015,"70%","U.S.A.",3.25,NA,"Peru","Peru","U.S.A.",0.7
"808","Hogarth","Akesson's Estate",1712,2016,"70%","New Zealand",2.75,"Trinitario","Madagascar","Madagascar","Other",0.7
"809","Hogarth","Carenero Superior",1712,2016,"72%","New Zealand",2.75,"Trinitario","Venezuela","Venezuela","Other",0.72
"810","Hogarth","Conacado",1712,2016,"75%","New Zealand",3.25,"Trinitario","Domincan Republic","Other","Other",0.75
"811","Hogarth","Gran Blanco",1712,2016,"66%","New Zealand",3.5,"Criollo","Peru","Peru","Other",0.66
"812","Hoja Verde (Tulicorp)","Arriba",414,2009,"80%","Ecuador",2,"Forastero (Arriba) ASS","Ecuador","Ecuador","Ecuador",0.8
"813","Hoja Verde (Tulicorp)","Manabi",414,2009,"80%","Ecuador",2.5,"Forastero (Arriba) ASS","Ecuador","Ecuador","Ecuador",0.8
"814","Hoja Verde (Tulicorp)","Arriba",414,2009,"72%","Ecuador",3,"Forastero (Arriba) ASS","Ecuador","Ecuador","Ecuador",0.72
"815","Hoja Verde (Tulicorp)","Arriba",414,2009,"58%","Ecuador",3.25,"Forastero (Arriba) ASS","Ecuador","Ecuador","Ecuador",0.58
"816","Hoja Verde (Tulicorp)","Manabi",414,2009,"58%","Ecuador",3.5,"Forastero (Arriba) ASS","Ecuador","Ecuador","Ecuador",0.58
"817","Holy Cacao","Maranon",1872,2016,"70%","Israel",2.75,NA,"Peru","Peru","Other",0.7
"818","Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,"70%","Israel",3.5,NA,"Ecuador","Ecuador","Other",0.7
"819","Holy Cacao","Sambirano",1466,2015,"70%","Israel",3.5,"Trinitario","Madagascar","Madagascar","Other",0.7
"820","Holy Cacao","Gran Couva",1466,2015,"70%","Israel",3.5,"Trinitario","Trinidad","Other","Other",0.7
"821","Holy Cacao","Mara",1466,2015,"70%","Israel",3.5,NA,"Venezuela","Venezuela","Other",0.7
"822","Holy Cacao","Ivory Coast",431,2009,"70%","Israel",2.5,NA,"Ivory Coast","Other","Other",0.7
"823","Holy Cacao","Hispaniola",431,2009,"70%","Israel",2.75,NA,"Dominican Republic","Dominican Republic","Other",0.7
"824","Holy Cacao","San Martin",431,2009,"70%","Israel",3.5,NA,"Peru","Peru","Other",0.7
"825","Holy Cacao","Hispaniola w/ nibs",431,2009,"75%","Israel",3.75,NA,"Dominican Republic","Dominican Republic","Other",0.75
"826","Honest","Ecuador, w/ nibs",1327,2014,"72%","South Africa",2.5,NA,"Ecuador","Ecuador","Other",0.72
"827","Hotel Chocolat","Pepiniere, single Cote",1654,2015,"70%","U.K.",2.75,NA,"St. Lucia","Other","U.K.",0.7
"828","Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,"70%","U.K.",4,"Trinitario","St. Lucia","Other","U.K.",0.7
"829","Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,"100%","U.K.",1.75,"Trinitario","St. Lucia","Other","U.K.",1
"830","Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,"75%","U.K.",3,"Trinitario","Trinidad","Other","U.K.",0.75
"831","Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,"80%","U.K.",3.5,"Trinitario","Vietnam","Other","U.K.",0.8
"832","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,"90%","U.K.",3,"Forastero (Nacional)","Ecuador","Ecuador","U.K.",0.9
"833","Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,"72%","U.K.",3,"Trinitario","Madagascar","Madagascar","U.K.",0.72
"834","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,"82%","U.K.",3.5,"Forastero (Nacional)","Ecuador","Ecuador","U.K.",0.82
"835","Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,"100%","U.K.",2.75,NA,"Peru","Peru","U.K.",1
"836","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,"100%","U.K.",2.5,"Forastero (Nacional)","Ecuador","Ecuador","U.K.",1
"837","Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,"100%","U.K.",2.75,NA,"Dominican Republic","Dominican Republic","U.K.",1
"838","Hotel Chocolat (Coppeneur)","Sambirano",809,2012,"66%","U.K.",3.5,"Trinitario, Criollo","Madagascar","Madagascar","U.K.",0.66
"839","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,"80%","U.K.",3,"Forastero (Nacional)","Ecuador","Ecuador","U.K.",0.8
"840","Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,"65%","U.K.",3,"Trinitario","St. Lucia","Other","U.K.",0.65
"841","Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,"65%","U.K.",3.25,"Trinitario","St. Lucia","Other","U.K.",0.65
"842","Hotel Chocolat (Coppeneur)","Ecuador",552,2010,"70%","U.K.",2.75,NA,"Ecuador","Ecuador","U.K.",0.7
"843","Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,"70%","U.K.",3,NA,"Dominican Republic","Dominican Republic","U.K.",0.7
"844","Hotel Chocolat (Coppeneur)","Chuao",600,2010,"70%","U.K.",2.75,"Trinitario","Venezuela","Venezuela","U.K.",0.7
